Id,StazioneMeteo,DataRilevamento,DataAggiornamento,TemperaturaMin,TemperaturaMax,PioggiaGiornaliera,Stato,FonteDati
30,Campo Felice Loc. Lentrata,13/08/2026 23:25:51,13/08/2026 21:25:00,16.2,25.4,0.0,online,MeteoAquilano
35,Collebrincioni,13/08/2026 23:25:51,13/08/2026 23:22,18.9,30.4,0.0,online,MeteoAquilano
37,Sella di Corno,13/08/2026 23:25:51,13/08/2026 23:15:00,16.4,32.1,3.8,online,MeteoAquilano
42,Campo Felice Loc. Camardosa,13/08/2026 23:25:51,13/08/2026 23:10:00,3.5,25.4,0.3,online,MeteoAquilano
43,Capitignano,13/08/2026 23:25:51,13/08/2026 21:10,12.4,33.1,1.3,online,MeteoAquilano
1,Il Ceppo Rifugio,13/08/2026 23:26:22,N/D,0.0,0.0,0.0,offline,CaputFrigoris
2,Prati Di Tivo,13/08/2026 23:26:22,N/D,0.0,0.0,0.0,offline,CaputFrigoris
4,Villa Celiera,13/08/2026 23:26:22,N/D,0.0,0.0,0.0,offline,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,13/08/2026 23:26:22,13/08/2026 23:20,14.6,26.3,N/D,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,13/08/2026 23:26:22,13/08/2026 23:20,16.6,27.7,N/D,online,CaputFrigoris
9,Civitaretegna,13/08/2026 23:26:22,13/08/2026 23:20,12.8,31.3,N/D,online,CaputFrigoris
20,Monteferrante,13/08/2026 23:26:22,13/08/2026 23:24,23.4,31.4,N/D,online,CaputFrigoris
44,Piano delle 5 Miglia,13/08/2026 23:26:22,13/08/2026 23:20,13.8,27.4,0.0,online,CaputFrigoris
5,Pratola Peligna,13/08/2026 23:28:12,13/08/2026 23:25,15.3,35.4,0.0,online,ChietiMeteo
12,Roccacaramanico,13/08/2026 23:28:12,13/08/2026 23:24,20.3,27.3,0.0,online,ChietiMeteo
13,Campo di Giove,13/08/2026 23:28:12,13/08/2026 23:10,17.8,28.0,1.6,online,ChietiMeteo
14,Bosco di Sant'Antonio,13/08/2026 23:28:12,13/08/2026 23:25,13.7,26.8,0.0,online,ChietiMeteo
15,Palena Stazione,13/08/2026 23:28:12,13/08/2026 23:25,12.1,28.0,0.0,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,13/08/2026 23:28:12,13/08/2026 23:24,16.5,25.8,0.0,online,ChietiMeteo
18,Castel di Sangro,13/08/2026 23:28:12,N/D,0.0,0.0,0.0,offline,ChietiMeteo
21,Passolanciano,13/08/2026 23:28:12,13/08/2026 23:24,16.6,24.6,0.0,online,ChietiMeteo
22,Mammarosa,13/08/2026 23:28:12,13/08/2026 23:24,16.7,21.1,0.0,online,ChietiMeteo
31,Castel di Sangro 2,13/08/2026 23:28:12,13/08/2026 23:25,12.4,30.7,0.0,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,13/08/2026 23:28:12,13/08/2026 23:25,15.7,22.0,2.2,online,ChietiMeteo
7,Rocca di Mezzo,13/08/2026 23:28:23,13/08/2026 21:19,13.6,26.2,0.0,online,MeteoNetwork
11,Passo San Leonardo,13/08/2026 23:28:23,13/08/2026 21:24,17.3,24.6,0.0,online,MeteoNetwork
19,San Pietro di Avellana,13/08/2026 23:28:23,13/08/2026 21:17,13.2,32.0,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,13/08/2026 23:28:23,13/08/2026 21:19,19.4,32.7,0.7,online,MeteoNetwork
24,Montereale - Aringo,13/08/2026 23:28:23,13/08/2026 21:24,13.6,30.6,0.0,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,13/08/2026 23:28:23,13/08/2026 21:24,13.0,36.2,0.0,online,MeteoNetwork
38,Fara San Martino,13/08/2026 23:28:23,13/08/2026 21:18,23.6,33.5,0.0,online,MeteoNetwork
39,Cappadocia,13/08/2026 23:28:23,13/08/2026 21:19,13.1,30.1,7.6,online,MeteoNetwork
40,Pizzoli fraz.Marruci,13/08/2026 23:28:23,13/08/2026 19:20,15.6,34.0,0.0,online,MeteoNetwork
41,Corfinio,13/08/2026 23:28:23,13/08/2026 21:23,18.0,34.6,0.0,online,MeteoNetwork
