Id,StazioneMeteo,DataRilevamento,DataAggiornamento,TemperaturaMin,TemperaturaMax,PioggiaGiornaliera,Stato,FonteDati
33,Marsia,08/08/2026 23:50:02,08/08/2026 23:45,6.1,26.8,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,08/08/2026 23:50:02,08/08/2026 23:45,12.2,33.8,0.8,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,08/08/2026 23:50:02,08/08/2026 23:49,3.1,24.1,22.4,online,MeteoRegioneAbruzzo
5,Pratola Peligna,08/08/2026 23:52:02,08/08/2026 23:50,15.3,37.6,7.2,online,ChietiMeteo
12,Roccacaramanico,08/08/2026 23:52:02,08/08/2026 23:49,17.7,28.9,18.2,online,ChietiMeteo
13,Campo di Giove,08/08/2026 23:52:02,08/08/2026 23:10,15.2,29.6,16.2,online,ChietiMeteo
14,Bosco di Sant'Antonio,08/08/2026 23:52:02,08/08/2026 23:50,12.1,27.0,3.8,online,ChietiMeteo
15,Palena Stazione,08/08/2026 23:52:02,08/08/2026 23:51,9.1,23.3,11.8,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,08/08/2026 23:52:02,08/08/2026 23:49,15.4,26.6,6.6,online,ChietiMeteo
18,Castel di Sangro,08/08/2026 23:52:02,08/08/2026 23:50,13.3,32.2,0.2,online,ChietiMeteo
21,Passolanciano,08/08/2026 23:52:02,08/08/2026 23:49,17.6,26.2,0.2,online,ChietiMeteo
22,Mammarosa,08/08/2026 23:52:02,08/08/2026 23:49,13.9,22.3,0.0,online,ChietiMeteo
31,Castel di Sangro 2,08/08/2026 23:52:02,08/08/2026 23:50,11.8,33.4,0.2,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,08/08/2026 23:52:02,08/08/2026 23:50,13.9,23.2,14.8,online,ChietiMeteo
1,Il Ceppo Rifugio,08/08/2026 23:54:02,08/08/2026 23:45,16.2,26.8,13.0,online,CaputFrigoris
2,Prati Di Tivo,08/08/2026 23:54:02,08/08/2026 23:45,16.2,24.7,0.4,online,CaputFrigoris
4,Villa Celiera,08/08/2026 23:54:02,08/08/2026 23:45,22.9,32.7,0.0,online,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,08/08/2026 23:54:02,08/08/2026 23:45,12.4,27.3,5.0,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,08/08/2026 23:54:02,08/08/2026 23:45,15.4,27.7,0.4,online,CaputFrigoris
9,Civitaretegna,08/08/2026 23:54:02,08/08/2026 23:45,14.6,32.6,1.5,online,CaputFrigoris
20,Monteferrante,08/08/2026 23:54:02,08/08/2026 23:50,22.7,33.4,0.0,online,CaputFrigoris
44,Piano delle 5 Miglia,08/08/2026 23:54:47,08/08/2026 23:45,8.5,27.6,0.5,online,CaputFrigoris
7,Rocca di Mezzo,08/08/2026 23:56:02,08/08/2026 21:50,10.7,27.6,1.6,online,MeteoNetwork
11,Passo San Leonardo,08/08/2026 23:56:02,08/08/2026 21:53,15.9,26.4,20.2,online,MeteoNetwork
19,San Pietro di Avellana,08/08/2026 23:56:02,08/08/2026 21:49,11.0,32.7,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,08/08/2026 23:56:02,08/08/2026 21:49,17.6,32.5,0.0,online,MeteoNetwork
24,Montereale - Aringo,08/08/2026 23:56:02,08/08/2026 21:48,14.4,31.7,0.4,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,08/08/2026 23:56:02,08/08/2026 21:49,13.9,35.6,0.2,online,MeteoNetwork
38,Fara San Martino,08/08/2026 23:56:02,08/08/2026 21:38,24.8,35.0,0.3,online,MeteoNetwork
39,Cappadocia,08/08/2026 23:56:02,08/08/2026 21:49,11.4,29.0,30.0,online,MeteoNetwork
40,Pizzoli fraz.Marruci,08/08/2026 23:56:02,08/08/2026 19:40,15.4,35.2,0.0,online,MeteoNetwork
41,Corfinio,08/08/2026 23:56:02,08/08/2026 21:48,17.7,36.5,0.1,online,MeteoNetwork
3,Castel del Monte - Loc. Pietrattina,08/08/2026 23:58:02,08/08/2026 23:45:00,6.3,24.3,0.0,online,MeteoAquilano
10,Prata d'Ansidonia,08/08/2026 23:58:02,08/08/2026 21:55:15,14.8,32.6,0.0,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,08/08/2026 23:58:02,08/08/2026 23:45:00,4.6,26.3,0.5,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,08/08/2026 23:58:02,08/08/2026 23:50:00,7.5,29.2,2.2,online,MeteoAquilano
27,Lago di Campotosto,08/08/2026 23:58:02,08/08/2026 23:45:00,17.2,29.1,0.2,online,MeteoAquilano
29,Cagnano Amiterno,08/08/2026 23:58:02,08/08/2026 23:45:00,12.8,33.8,0.0,online,MeteoAquilano
30,Campo Felice Loc. Lentrata,08/08/2026 23:58:02,07/08/2026 17:35:00,0.0,0.0,0.0,offline,MeteoAquilano
35,Collebrincioni,08/08/2026 23:58:02,08/08/2026 23:52,17.4,31.8,2.8,online,MeteoAquilano
37,Sella di Corno,08/08/2026 23:58:02,08/08/2026 23:45:00,15.7,31.3,3.6,online,MeteoAquilano
28,Castel di Sangro - Loc. Speno,09/08/2026 23:50:02,09/08/2026 23:49,12.5,31.0,0.0,online,MeteoRegioneAbruzzo
33,Marsia,09/08/2026 23:50:02,09/08/2026 23:45,5.4,26.4,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,09/08/2026 23:50:02,09/08/2026 23:45,10.6,33.2,3.6,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,09/08/2026 23:50:02,09/08/2026 23:49,2.6,23.2,0.3,online,MeteoRegioneAbruzzo
5,Pratola Peligna,09/08/2026 23:52:02,09/08/2026 23:50,14.6,35.6,0.0,online,ChietiMeteo
12,Roccacaramanico,09/08/2026 23:52:02,09/08/2026 23:49,19.4,27.6,0.0,online,ChietiMeteo
13,Campo di Giove,09/08/2026 23:52:02,09/08/2026 23:50,16.1,29.3,0.0,online,ChietiMeteo
14,Bosco di Sant'Antonio,09/08/2026 23:52:02,09/08/2026 23:50,12.2,28.1,0.2,online,ChietiMeteo
15,Palena Stazione,09/08/2026 23:52:02,09/08/2026 23:50,16.6,26.7,0.0,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,09/08/2026 23:52:02,09/08/2026 23:49,15.1,24.9,0.0,online,ChietiMeteo
18,Castel di Sangro,09/08/2026 23:52:02,09/08/2026 23:50,12.9,31.3,0.0,online,ChietiMeteo
21,Passolanciano,09/08/2026 23:52:02,09/08/2026 23:49,16.1,25.1,0.0,online,ChietiMeteo
22,Mammarosa,09/08/2026 23:52:02,09/08/2026 23:49,17.2,21.9,0.0,online,ChietiMeteo
31,Castel di Sangro 2,09/08/2026 23:52:02,09/08/2026 23:50,11.7,32.2,0.0,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,09/08/2026 23:52:02,09/08/2026 23:50,16.1,22.2,0.0,online,ChietiMeteo
1,Il Ceppo Rifugio,09/08/2026 23:54:02,09/08/2026 23:45,16.6,26.0,0.0,online,CaputFrigoris
2,Prati Di Tivo,09/08/2026 23:54:02,09/08/2026 05:30,0.0,0.0,0.0,offline,CaputFrigoris
4,Villa Celiera,09/08/2026 23:54:02,09/08/2026 23:45,21.6,31.0,0.0,online,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,09/08/2026 23:54:02,09/08/2026 23:45,11.4,27.8,0.0,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,09/08/2026 23:54:02,09/08/2026 23:45,14.8,28.1,0.0,online,CaputFrigoris
9,Civitaretegna,09/08/2026 23:54:02,09/08/2026 23:45,12.9,31.9,0.3,online,CaputFrigoris
20,Monteferrante,09/08/2026 23:54:02,09/08/2026 23:50,22.1,32.2,0.0,online,CaputFrigoris
44,Piano delle 5 Miglia,09/08/2026 23:54:47,09/08/2026 23:45,7.9,26.8,0.0,online,CaputFrigoris
7,Rocca di Mezzo,09/08/2026 23:56:02,09/08/2026 21:44,9.3,27.6,0.0,online,MeteoNetwork
11,Passo San Leonardo,09/08/2026 23:56:02,09/08/2026 21:53,16.7,25.1,0.0,online,MeteoNetwork
19,San Pietro di Avellana,09/08/2026 23:56:02,09/08/2026 21:49,11.0,32.7,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,09/08/2026 23:56:02,09/08/2026 21:44,16.8,32.1,0.2,online,MeteoNetwork
24,Montereale - Aringo,09/08/2026 23:56:02,09/08/2026 21:49,13.6,31.8,0.2,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,09/08/2026 23:56:02,09/08/2026 21:44,13.0,36.5,0.7,online,MeteoNetwork
38,Fara San Martino,09/08/2026 23:56:02,09/08/2026 21:43,22.9,33.7,0.0,online,MeteoNetwork
39,Cappadocia,09/08/2026 23:56:02,09/08/2026 21:44,10.4,28.8,4.3,online,MeteoNetwork
40,Pizzoli fraz.Marruci,09/08/2026 23:56:02,09/08/2026 19:40,14.3,34.9,0.0,online,MeteoNetwork
41,Corfinio,09/08/2026 23:56:02,09/08/2026 21:47,16.1,34.0,0.0,online,MeteoNetwork
3,Castel del Monte - Loc. Pietrattina,09/08/2026 23:58:02,09/08/2026 23:45:00,4.9,24.1,0.0,online,MeteoAquilano
10,Prata d'Ansidonia,09/08/2026 23:58:02,09/08/2026 23:50,13.4,30.8,0.3,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,09/08/2026 23:58:02,09/08/2026 23:45:00,2.8,25.4,0.0,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,09/08/2026 23:58:02,09/08/2026 23:45:00,6.6,28.3,0.0,online,MeteoAquilano
27,Lago di Campotosto,09/08/2026 23:58:02,09/08/2026 23:45:00,16.5,29.3,0.0,online,MeteoAquilano
29,Cagnano Amiterno,09/08/2026 23:58:02,09/08/2026 21:49,11.7,33.8,0.0,online,MeteoAquilano
30,Campo Felice Loc. Lentrata,09/08/2026 23:58:02,09/08/2026 23:40:00,14.1,21.7,0.0,online,MeteoAquilano
35,Collebrincioni,09/08/2026 23:58:02,09/08/2026 23:52,17.7,30.2,0.0,online,MeteoAquilano
37,Sella di Corno,09/08/2026 23:58:02,09/08/2026 23:45:00,15.7,30.8,0.0,online,MeteoAquilano
42,Campo Felice Loc. Camardosa,09/08/2026 23:58:02,09/08/2026 23:45:00,3.4,26.5,0.0,online,MeteoAquilano
43,Capitignano,09/08/2026 23:58:02,09/08/2026 21:50,12.5,33.1,0.3,online,MeteoAquilano
28,Castel di Sangro - Loc. Speno,10/08/2026 23:50:02,10/08/2026 23:49,13.6,31.8,0.0,online,MeteoRegioneAbruzzo
33,Marsia,10/08/2026 23:50:02,10/08/2026 23:45,6.5,26.9,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,10/08/2026 23:50:02,10/08/2026 23:45,12.9,34.7,0.0,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,10/08/2026 23:50:02,10/08/2026 23:49,3.8,25.5,0.0,online,MeteoRegioneAbruzzo
5,Pratola Peligna,10/08/2026 23:52:02,10/08/2026 23:50,17.2,37.7,0.0,online,ChietiMeteo
12,Roccacaramanico,10/08/2026 23:52:02,10/08/2026 23:49,21.3,30.1,0.0,online,ChietiMeteo
13,Campo di Giove,10/08/2026 23:52:02,10/08/2026 23:40,18.3,30.4,0.0,online,ChietiMeteo
14,Bosco di Sant'Antonio,10/08/2026 23:52:02,10/08/2026 23:50,14.3,29.0,0.0,online,ChietiMeteo
15,Palena Stazione,10/08/2026 23:52:02,10/08/2026 23:50,19.3,28.9,0.0,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,10/08/2026 23:52:02,10/08/2026 23:49,16.3,27.2,0.0,online,ChietiMeteo
18,Castel di Sangro,10/08/2026 23:52:02,10/08/2026 23:50,14.7,32.2,0.0,online,ChietiMeteo
21,Passolanciano,10/08/2026 23:52:02,10/08/2026 23:49,18.2,26.8,0.0,online,ChietiMeteo
22,Mammarosa,10/08/2026 23:52:02,10/08/2026 23:49,17.9,23.4,0.0,online,ChietiMeteo
31,Castel di Sangro 2,10/08/2026 23:52:02,10/08/2026 23:50,12.8,32.4,0.0,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,10/08/2026 23:52:02,10/08/2026 23:50,15.9,23.3,0.0,online,ChietiMeteo
1,Il Ceppo Rifugio,10/08/2026 23:54:02,10/08/2026 23:50,18.9,27.7,0.4,online,CaputFrigoris
2,Prati Di Tivo,10/08/2026 23:54:02,09/08/2026 05:30,0.0,0.0,0.0,offline,CaputFrigoris
4,Villa Celiera,10/08/2026 23:54:02,10/08/2026 23:45,23.0,33.9,0.0,online,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,10/08/2026 23:54:02,10/08/2026 23:45,12.8,28.6,0.0,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,10/08/2026 23:54:02,10/08/2026 23:45,16.2,30.3,0.0,online,CaputFrigoris
9,Civitaretegna,10/08/2026 23:54:02,10/08/2026 23:50,15.5,33.4,0.0,online,CaputFrigoris
20,Monteferrante,10/08/2026 23:54:02,10/08/2026 23:50,23.9,34.1,0.0,online,CaputFrigoris
44,Piano delle 5 Miglia,10/08/2026 23:54:47,10/08/2026 23:45,9.2,29.1,0.3,online,CaputFrigoris
7,Rocca di Mezzo,10/08/2026 23:56:02,10/08/2026 21:49,10.3,28.9,0.5,online,MeteoNetwork
11,Passo San Leonardo,10/08/2026 23:56:02,10/08/2026 21:52,19.4,27.3,0.0,online,MeteoNetwork
19,San Pietro di Avellana,10/08/2026 23:56:02,10/08/2026 21:50,12.1,33.6,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,10/08/2026 23:56:02,10/08/2026 21:49,18.2,33.4,0.0,online,MeteoNetwork
24,Montereale - Aringo,10/08/2026 23:56:02,10/08/2026 21:48,15.4,31.8,0.0,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,10/08/2026 23:56:02,10/08/2026 21:49,14.9,36.6,0.2,online,MeteoNetwork
38,Fara San Martino,10/08/2026 23:56:02,10/08/2026 21:43,23.7,36.0,0.0,online,MeteoNetwork
39,Cappadocia,10/08/2026 23:56:02,10/08/2026 21:49,12.5,29.9,0.3,online,MeteoNetwork
40,Pizzoli fraz.Marruci,10/08/2026 23:56:02,10/08/2026 19:40,17.2,35.2,0.0,online,MeteoNetwork
41,Corfinio,10/08/2026 23:56:02,10/08/2026 21:48,19.0,36.4,0.0,online,MeteoNetwork
3,Castel del Monte - Loc. Pietrattina,10/08/2026 23:58:02,10/08/2026 23:50:00,8.9,25.6,0.2,online,MeteoAquilano
10,Prata d'Ansidonia,10/08/2026 23:58:02,10/08/2026 23:50,15.6,32.9,0.0,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,10/08/2026 23:58:02,10/08/2026 23:45:00,4.9,26.4,0.3,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,10/08/2026 23:58:02,10/08/2026 23:45:00,7.3,30.5,0.6,online,MeteoAquilano
27,Lago di Campotosto,10/08/2026 23:58:02,10/08/2026 23:50:00,16.9,29.8,0.0,online,MeteoAquilano
29,Cagnano Amiterno,10/08/2026 23:58:02,10/08/2026 21:49,14.1,34.7,0.0,online,MeteoAquilano
30,Campo Felice Loc. Lentrata,10/08/2026 23:58:02,10/08/2026 21:45:00,8.0,27.3,0.5,online,MeteoAquilano
35,Collebrincioni,10/08/2026 23:58:02,10/08/2026 23:52,19.8,31.1,0.0,online,MeteoAquilano
37,Sella di Corno,10/08/2026 23:58:02,10/08/2026 23:50:00,17.7,30.7,0.0,online,MeteoAquilano
42,Campo Felice Loc. Camardosa,10/08/2026 23:58:02,10/08/2026 23:45:00,5.0,26.3,0.0,online,MeteoAquilano
43,Capitignano,10/08/2026 23:58:02,10/08/2026 21:50,14.3,33.9,0.0,online,MeteoAquilano
28,Castel di Sangro - Loc. Speno,11/08/2026 23:50:02,11/08/2026 23:49,14.0,32.8,0.0,online,MeteoRegioneAbruzzo
33,Marsia,11/08/2026 23:50:02,11/08/2026 23:45,6.9,28.2,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,11/08/2026 23:50:02,11/08/2026 23:45,12.9,35.9,0.0,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,11/08/2026 23:50:02,11/08/2026 23:49,3.2,25.5,0.0,online,MeteoRegioneAbruzzo
5,Pratola Peligna,11/08/2026 23:52:02,11/08/2026 23:50,16.6,38.8,0.0,online,ChietiMeteo
12,Roccacaramanico,11/08/2026 23:52:02,11/08/2026 23:49,22.4,30.3,0.0,online,ChietiMeteo
13,Campo di Giove,11/08/2026 23:52:02,11/08/2026 20:00,16.8,30.8,0.0,online,ChietiMeteo
14,Bosco di Sant'Antonio,11/08/2026 23:52:02,11/08/2026 23:50,14.9,29.8,0.0,online,ChietiMeteo
15,Palena Stazione,11/08/2026 23:52:02,11/08/2026 20:15,16.2,21.9,0.0,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,11/08/2026 23:52:02,11/08/2026 23:49,17.6,27.6,0.0,online,ChietiMeteo
18,Castel di Sangro,11/08/2026 23:52:02,11/08/2026 23:50:00,16.1,32.7,0.0,online,ChietiMeteo
21,Passolanciano,11/08/2026 23:52:02,11/08/2026 23:49,19.1,27.3,0.0,online,ChietiMeteo
22,Mammarosa,11/08/2026 23:52:02,11/08/2026 23:49,19.2,24.1,0.0,online,ChietiMeteo
31,Castel di Sangro 2,11/08/2026 23:52:02,11/08/2026 23:50,13.0,35.3,0.0,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,11/08/2026 23:52:02,11/08/2026 23:50,17.6,23.8,0.0,online,ChietiMeteo
4,Villa Celiera,11/08/2026 23:54:02,11/08/2026 23:45,24.9,33.7,0.0,online,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,11/08/2026 23:54:02,11/08/2026 23:45,13.7,30.1,5.4,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,11/08/2026 23:54:02,11/08/2026 23:45,16.8,30.7,14.2,online,CaputFrigoris
9,Civitaretegna,11/08/2026 23:54:02,11/08/2026 23:50,14.9,34.3,0.0,online,CaputFrigoris
20,Monteferrante,11/08/2026 23:54:02,11/08/2026 23:50,25.8,34.4,0.0,online,CaputFrigoris
44,Piano delle 5 Miglia,11/08/2026 23:54:47,11/08/2026 23:45,9.6,30,3,0.0,online
7,Rocca di Mezzo,11/08/2026 23:56:02,11/08/2026 21:49,10.8,29.6,12.4,online,MeteoNetwork
11,Passo San Leonardo,11/08/2026 23:56:02,11/08/2026 21:53,20.4,27.9,0.0,online,MeteoNetwork
19,San Pietro di Avellana,11/08/2026 23:56:02,11/08/2026 21:50,12.3,33.8,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,11/08/2026 23:56:02,11/08/2026 21:49,19.0,34.1,0.4,online,MeteoNetwork
24,Montereale - Aringo,11/08/2026 23:56:02,11/08/2026 21:49,15.2,33.0,0.2,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,11/08/2026 23:56:02,11/08/2026 21:49,14.6,37.0,0.0,online,MeteoNetwork
38,Fara San Martino,11/08/2026 23:56:02,11/08/2026 21:43,26.0,35.7,0.0,online,MeteoNetwork
39,Cappadocia,11/08/2026 23:56:02,11/08/2026 21:49,13.2,30.6,0.0,online,MeteoNetwork
40,Pizzoli fraz.Marruci,11/08/2026 23:56:02,11/08/2026 19:40,16.7,36.0,0.0,online,MeteoNetwork
41,Corfinio,11/08/2026 23:56:02,11/08/2026 21:48,18.8,37.4,0.0,online,MeteoNetwork
10,Prata d'Ansidonia,11/08/2026 23:58:02,11/08/2026 23:50,15.1,33.8,8.6,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,11/08/2026 23:58:02,11/08/2026 23:35:00,3.6,27.2,0.0,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,11/08/2026 23:58:02,11/08/2026 23:45:00,8.7,30.1,2.8,online,MeteoAquilano
27,Lago di Campotosto,11/08/2026 23:58:02,11/08/2026 23:45:00,17.8,30.5,0.2,online,MeteoAquilano
29,Cagnano Amiterno,11/08/2026 23:58:02,11/08/2026 21:49,13.6,35.3,0.0,online,MeteoAquilano
30,Campo Felice Loc. Lentrata,11/08/2026 23:58:02,11/08/2026 20:00:00,16.0,25.6,9.7,online,MeteoAquilano
35,Collebrincioni,11/08/2026 23:58:02,11/08/2026 23:52,18.1,27.5,9.1,online,MeteoAquilano
37,Sella di Corno,11/08/2026 23:58:02,11/08/2026 23:45:00,15.4,32.1,17.3,online,MeteoAquilano
42,Campo Felice Loc. Camardosa,11/08/2026 23:58:02,11/08/2026 23:40:00,4.7,27.6,7.5,online,MeteoAquilano
43,Capitignano,11/08/2026 23:58:02,11/08/2026 21:50,13.7,34.1,2.3,online,MeteoAquilano
28,Castel di Sangro - Loc. Speno,12/08/2026 23:50:02,12/08/2026 23:49,12.4,32.7,0.0,online,MeteoRegioneAbruzzo
33,Marsia,12/08/2026 23:50:02,12/08/2026 23:45,6.3,28.2,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,12/08/2026 23:50:02,12/08/2026 23:45,11.7,33.7,0.0,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,12/08/2026 23:50:02,12/08/2026 23:49,5.3,24.8,0.0,online,MeteoRegioneAbruzzo
5,Pratola Peligna,12/08/2026 23:52:02,12/08/2026 23:50,15.6,36.9,0.0,online,ChietiMeteo
12,Roccacaramanico,12/08/2026 23:52:02,12/08/2026 23:49,21.8,28.7,0.0,online,ChietiMeteo
13,Campo di Giove,12/08/2026 23:52:02,12/08/2026 23:49,15.4,28.7,6.3,online,ChietiMeteo
14,Bosco di Sant'Antonio,12/08/2026 23:52:02,12/08/2026 23:50,14.6,27.7,0.0,online,ChietiMeteo
15,Palena Stazione,12/08/2026 23:52:02,12/08/2026 23:50,13.2,29.4,0.0,online,ChietiMeteo
16,Pescocostanzo Loc. Vallefura,12/08/2026 23:52:02,12/08/2026 23:49,18.0,26.9,0.0,online,ChietiMeteo
18,Castel di Sangro,12/08/2026 23:52:02,12/08/2026 23:49,14.7,31.5,0.0,online,ChietiMeteo
21,Passolanciano,12/08/2026 23:52:02,12/08/2026 23:49,17.6,25.9,0.0,online,ChietiMeteo
22,Mammarosa,12/08/2026 23:52:02,12/08/2026 23:49,18.4,22.7,0.0,online,ChietiMeteo
31,Castel di Sangro 2,12/08/2026 23:52:02,12/08/2026 23:50,11.7,32.3,0.0,online,ChietiMeteo
32,Campo di Giove Loc. Guado di Coccia,12/08/2026 23:52:02,12/08/2026 23:50,17.1,23.9,2.8,online,ChietiMeteo
1,Il Ceppo Rifugio,12/08/2026 23:54:02,12/08/2026 23:45,18.7,26.9,0.0,online,CaputFrigoris
2,Prati Di Tivo,12/08/2026 23:54:02,12/08/2026 23:45,16.4,25.7,0.0,online,CaputFrigoris
4,Villa Celiera,12/08/2026 23:54:02,12/08/2026 23:45,24.6,32.3,0.0,online,CaputFrigoris
6,Rocca di Mezzo Loc. Rovere,12/08/2026 23:54:02,12/08/2026 23:45,12.1,26.6,0.0,online,CaputFrigoris
8,Rocca di Mezzo Loc. Fonteavignone,12/08/2026 23:54:02,12/08/2026 23:50,15.6,28.7,0.0,online,CaputFrigoris
9,Civitaretegna,12/08/2026 23:54:02,12/08/2026 23:50,13.1,32.9,0.0,online,CaputFrigoris
20,Monteferrante,12/08/2026 23:54:02,12/08/2026 23:50,24.9,32.7,0.0,online,CaputFrigoris
44,Piano delle 5 Miglia,12/08/2026 23:54:47,12/08/2026 23:45,8.9,27.8,0.0,online,CaputFrigoris
7,Rocca di Mezzo,12/08/2026 23:56:02,12/08/2026 19:06,10.8,27.7,0.5,online,MeteoNetwork
11,Passo San Leonardo,12/08/2026 23:56:02,12/08/2026 21:52,20.0,25.8,0.0,online,MeteoNetwork
19,San Pietro di Avellana,12/08/2026 23:56:02,12/08/2026 21:50,10.9,32.8,0.0,online,MeteoNetwork
23,Tagliacozzo Loc. Roccacerro,12/08/2026 23:56:02,12/08/2026 21:49,18.7,32.4,0.0,online,MeteoNetwork
24,Montereale - Aringo,12/08/2026 23:56:02,12/08/2026 21:49,14.3,31.1,0.2,online,MeteoNetwork
25,Oricola Loc. Pezzetaglie,12/08/2026 23:56:02,12/08/2026 21:49,13.6,37.4,0.0,online,MeteoNetwork
38,Fara San Martino,12/08/2026 23:56:02,12/08/2026 21:43,25.2,35.7,0.0,online,MeteoNetwork
39,Cappadocia,12/08/2026 23:56:02,12/08/2026 21:50,13.0,27.4,0.5,online,MeteoNetwork
40,Pizzoli fraz.Marruci,12/08/2026 23:56:02,12/08/2026 19:40,14.6,33.9,0.0,online,MeteoNetwork
41,Corfinio,12/08/2026 23:56:02,12/08/2026 21:48,17.7,36.0,0.0,online,MeteoNetwork
3,Castel del Monte - Loc. Pietrattina,12/08/2026 23:58:02,12/08/2026 23:45:00,7.2,25.2,0.0,online,MeteoAquilano
10,Prata d'Ansidonia,12/08/2026 23:58:02,12/08/2026 23:50,14.3,32.3,0.3,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,12/08/2026 23:58:02,12/08/2026 23:45:00,2.8,26.4,0.0,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,12/08/2026 23:58:02,12/08/2026 23:45:00,7.5,29.5,0.0,online,MeteoAquilano
27,Lago di Campotosto,12/08/2026 23:58:02,12/08/2026 23:45:00,17.2,29.9,0.0,online,MeteoAquilano
29,Cagnano Amiterno,12/08/2026 23:58:02,12/08/2026 21:49,12.1,33.4,0.0,online,MeteoAquilano
30,Campo Felice Loc. Lentrata,12/08/2026 23:58:02,12/08/2026 21:25:00,15.3,15.8,0.0,online,MeteoAquilano
35,Collebrincioni,12/08/2026 23:58:02,12/08/2026 23:52,18.8,30.7,13.0,online,MeteoAquilano
37,Sella di Corno,12/08/2026 23:58:02,12/08/2026 23:45:00,15.6,31.3,0.0,online,MeteoAquilano
42,Campo Felice Loc. Camardosa,12/08/2026 23:58:02,12/08/2026 23:40:00,4.6,26.1,2.1,online,MeteoAquilano
43,Capitignano,12/08/2026 23:58:02,12/08/2026 21:50,12.3,32.9,0.3,online,MeteoAquilano
28,Castel di Sangro - Loc. Speno,13/08/2026 23:25:38,13/08/2026 23:25,12.9,30.9,0.0,online,MeteoRegioneAbruzzo
33,Marsia,13/08/2026 23:25:38,13/08/2026 23:25,6.9,27.3,0.0,online,MeteoRegioneAbruzzo
34,Tagliacozzo Loc. Poggetello,13/08/2026 23:25:38,13/08/2026 23:20,10.9,34.1,0.0,online,MeteoRegioneAbruzzo
36,Campo Imperatore Loc. Prato del Bove,13/08/2026 23:25:38,13/08/2026 23:25,5.0,23.7,0.0,online,MeteoRegioneAbruzzo
3,Castel del Monte - Loc. Pietrattina,13/08/2026 23:25:51,13/08/2026 14:05:00,0.0,0.0,0.0,offline,MeteoAquilano
10,Prata d'Ansidonia,13/08/2026 23:25:51,13/08/2026 23:20,14.4,30.9,0.0,online,MeteoAquilano
17,Roccaraso Loc. Aremogna,13/08/2026 23:25:51,13/08/2026 23:15:00,3.0,25.3,0.0,online,MeteoAquilano
26,Rocca di Mezzo Loc. Terranera,13/08/2026 23:25:51,13/08/2026 23:15:00,6.6,28.6,0.0,online,MeteoAquilano
27,Lago di Campotosto,13/08/2026 23:25:51,13/08/2026 23:15:00,17.4,29.0,0.0,online,MeteoAquilano
29,Cagnano Amiterno,13/08/2026 23:25:51,13/08/2026 21:09,12.6,33.3,0.0,online,MeteoAquilano
